"REF_DATE","GEO","DGUID","Measures","Sex","Age group","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024","Canada","2021A000011124","Meets physical activity recommendation (measured)","Females","Ages 18 to 64","Number of persons","Number","223","units","0","v1792513725","1.1.3.7.4","4939900","","","","0"
"2024","Canada","2021A000011124","Meets physical activity recommendation (measured)","Females","Ages 18 to 64","Low 95% confidence interval, number of persons","Number","223","units","0","v1792513726","1.1.3.7.5","3970800","","","","0"
"2024","Canada","2021A000011124","Meets physical activity recommendation (measured)","Females","Ages 18 to 64","High 95% confidence interval, number of persons","Number","223","units","0","v1792513727","1.1.3.7.6","5908900","","","","0"
"2024","Canada","2021A000011124","Meets physical activity recommendation (measured)","Females","Ages 18 to 39","Percent","Percent","239","units","0","v1792513728","1.1.3.8.1","43.2","","","","1"
"2024","Canada","2021A000011124","Meets physical activity recommendation (measured)","Females","Ages 18 to 39","Low 95% confidence interval, percent","Percent","239","units","0","v1792513729","1.1.3.8.2","32.7","","","","1"
"2024","Canada","2021A000011124","Meets physical activity recommendation (measured)","Females","Ages 18 to 39","High 95% confidence interval, percent","Percent","239","units","0","v1792513730","1.1.3.8.3","54.3","","","","1"
"2024","Canada","2021A000011124","Meets physical activity recommendation (measured)","Females","Ages 18 to 39","Number of persons","Number","223","units","0","v1792513731","1.1.3.8.4","2308700","","","","0"
"2024","Canada","2021A000011124","Meets physical activity recommendation (measured)","Females","Ages 18 to 39","Low 95% confidence interval, number of persons","Number","223","units","0","v1792513732","1.1.3.8.5","1730300","","","","0"
"2024","Canada","2021A000011124","Meets physical activity recommendation (measured)","Females","Ages 18 to 39","High 95% confidence interval, number of persons","Number","223","units","0","v1792513733","1.1.3.8.6","2887100","","","","0"
"2024","Canada","2021A000011124","Meets physical activity recommendation (measured)","Females","Ages 40 to 64","Percent","Percent","239","units","0","v1792513734","1.1.3.9.1","41.4","","","","1"
"2024","Canada","2021A000011124","Meets physical activity recommendation (measured)","Females","Ages 40 to 64","Low 95% confidence interval, percent","Percent","239","units","0","v1792513735","1.1.3.9.2","31.5","","","","1"
"2024","Canada","2021A000011124","Meets physical activity recommendation (measured)","Females","Ages 40 to 64","High 95% confidence interval, percent","Percent","239","units","0","v1792513736","1.1.3.9.3","52.0","","","","1"
"2024","Canada","2021A000011124","Meets physical activity recommendation (measured)","Females","Ages 40 to 64","Number of persons","Number","223","units","0","v1792513737","1.1.3.9.4","2631200","","","","0"
"2024","Canada","2021A000011124","Meets physical activity recommendation (measured)","Females","Ages 40 to 64","Low 95% confidence interval, number of persons","Number","223","units","0","v1792513738","1.1.3.9.5","1909700","","","","0"
"2024","Canada","2021A000011124","Meets physical activity recommendation (measured)","Females","Ages 40 to 64","High 95% confidence interval, number of persons","Number","223","units","0","v1792513739","1.1.3.9.6","3352600","","","","0"
"2024","Canada","2021A000011124","Meets physical activity recommendation (measured)","Females","Ages 65 to 79","Percent","Percent","239","units","0","v1792513740","1.1.3.10.1","27.0","","","","1"
"2024","Canada","2021A000011124","Meets physical activity recommendation (measured)","Females","Ages 65 to 79","Low 95% confidence interval, percent","Percent","239","units","0","v1792513741","1.1.3.10.2","19.3","","","","1"
"2024","Canada","2021A000011124","Meets physical activity recommendation (measured)","Females","Ages 65 to 79","High 95% confidence interval, percent","Percent","239","units","0","v1792513742","1.1.3.10.3","36.3","","","","1"
"2024","Canada","2021A000011124","Meets physical activity recommendation (measured)","Females","Ages 65 to 79","Number of persons","Number","223","units","0","v1792513743","1.1.3.10.4","801600","","","","0"
"2024","Canada","2021A000011124","Meets physical activity recommendation (measured)","Females","Ages 65 to 79","Low 95% confidence interval, number of persons","Number","223","units","0","v1792513744","1.1.3.10.5","531800","","","","0"
"2024","Canada","2021A000011124","Meets physical activity recommendation (measured)","Females","Ages 65 to 79","High 95% confidence interval, number of persons","Number","223","units","0","v1792513745","1.1.3.10.6","1071300","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Both sexes","Ages 18 to 79","Percent","Percent","239","units","0","v1792513776","1.2.1.6.1","42.1","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Both sexes","Ages 18 to 79","Low 95% confidence interval, percent","Percent","239","units","0","v1792513777","1.2.1.6.2","37.6","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Both sexes","Ages 18 to 79","High 95% confidence interval, percent","Percent","239","units","0","v1792513778","1.2.1.6.3","46.8","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Both sexes","Ages 18 to 79","Number of persons","Number","223","units","0","v1792513779","1.2.1.6.4","12650500","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Both sexes","Ages 18 to 79","Low 95% confidence interval, number of persons","Number","223","units","0","v1792513780","1.2.1.6.5","11208600","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Both sexes","Ages 18 to 79","High 95% confidence interval, number of persons","Number","223","units","0","v1792513781","1.2.1.6.6","14092300","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Both sexes","Ages 18 to 64","Percent","Percent","239","units","0","v1792513782","1.2.1.7.1","42.7","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Both sexes","Ages 18 to 64","Low 95% confidence interval, percent","Percent","239","units","0","v1792513783","1.2.1.7.2","37.3","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Both sexes","Ages 18 to 64","High 95% confidence interval, percent","Percent","239","units","0","v1792513784","1.2.1.7.3","48.2","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Both sexes","Ages 18 to 64","Number of persons","Number","223","units","0","v1792513785","1.2.1.7.4","10272600","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Both sexes","Ages 18 to 64","Low 95% confidence interval, number of persons","Number","223","units","0","v1792513786","1.2.1.7.5","8898700","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Both sexes","Ages 18 to 64","High 95% confidence interval, number of persons","Number","223","units","0","v1792513787","1.2.1.7.6","11646500","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Both sexes","Ages 18 to 39","Percent","Percent","239","units","0","v1792513788","1.2.1.8.1","43.0","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Both sexes","Ages 18 to 39","Low 95% confidence interval, percent","Percent","239","units","0","v1792513789","1.2.1.8.2","36.7","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Both sexes","Ages 18 to 39","High 95% confidence interval, percent","Percent","239","units","0","v1792513790","1.2.1.8.3","49.6","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Both sexes","Ages 18 to 39","Number of persons","Number","223","units","0","v1792513791","1.2.1.8.4","5050500","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Both sexes","Ages 18 to 39","Low 95% confidence interval, number of persons","Number","223","units","0","v1792513792","1.2.1.8.5","4241400","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Both sexes","Ages 18 to 39","High 95% confidence interval, number of persons","Number","223","units","0","v1792513793","1.2.1.8.6","5859600","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Both sexes","Ages 40 to 64","Percent","Percent","239","units","0","v1792513794","1.2.1.9.1","42.3","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Both sexes","Ages 40 to 64","Low 95% confidence interval, percent","Percent","239","units","0","v1792513795","1.2.1.9.2","36.6","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Both sexes","Ages 40 to 64","High 95% confidence interval, percent","Percent","239","units","0","v1792513796","1.2.1.9.3","48.3","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Both sexes","Ages 40 to 64","Number of persons","Number","223","units","0","v1792513797","1.2.1.9.4","5222100","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Both sexes","Ages 40 to 64","Low 95% confidence interval, number of persons","Number","223","units","0","v1792513798","1.2.1.9.5","4456200","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Both sexes","Ages 40 to 64","High 95% confidence interval, number of persons","Number","223","units","0","v1792513799","1.2.1.9.6","5988000","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Both sexes","Ages 65 to 79","Percent","Percent","239","units","0","v1792513800","1.2.1.10.1","39.9","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Both sexes","Ages 65 to 79","Low 95% confidence interval, percent","Percent","239","units","0","v1792513801","1.2.1.10.2","34.2","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Both sexes","Ages 65 to 79","High 95% confidence interval, percent","Percent","239","units","0","v1792513802","1.2.1.10.3","45.9","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Both sexes","Ages 65 to 79","Number of persons","Number","223","units","0","v1792513803","1.2.1.10.4","2377900","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Both sexes","Ages 65 to 79","Low 95% confidence interval, number of persons","Number","223","units","0","v1792513804","1.2.1.10.5","1959300","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Both sexes","Ages 65 to 79","High 95% confidence interval, number of persons","Number","223","units","0","v1792513805","1.2.1.10.6","2796500","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Males","Ages 18 to 79","Percent","Percent","239","units","0","v1792513836","1.2.2.6.1","35.4","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Males","Ages 18 to 79","Low 95% confidence interval, percent","Percent","239","units","0","v1792513837","1.2.2.6.2","30.6","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Males","Ages 18 to 79","High 95% confidence interval, percent","Percent","239","units","0","v1792513838","1.2.2.6.3","40.5","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Males","Ages 18 to 79","Number of persons","Number","223","units","0","v1792513839","1.2.2.6.4","5434500","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Males","Ages 18 to 79","Low 95% confidence interval, number of persons","Number","223","units","0","v1792513840","1.2.2.6.5","4615100","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Males","Ages 18 to 79","High 95% confidence interval, number of persons","Number","223","units","0","v1792513841","1.2.2.6.6","6253900","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Males","Ages 18 to 64","Percent","Percent","239","units","0","v1792513842","1.2.2.7.1","35.6","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Males","Ages 18 to 64","Low 95% confidence interval, percent","Percent","239","units","0","v1792513843","1.2.2.7.2","29.6","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Males","Ages 18 to 64","High 95% confidence interval, percent","Percent","239","units","0","v1792513844","1.2.2.7.3","42.2","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Males","Ages 18 to 64","Number of persons","Number","223","units","0","v1792513845","1.2.2.7.4","4406100","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Males","Ages 18 to 64","Low 95% confidence interval, number of persons","Number","223","units","0","v1792513846","1.2.2.7.5","3584800","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Males","Ages 18 to 64","High 95% confidence interval, number of persons","Number","223","units","0","v1792513847","1.2.2.7.6","5227400","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Males","Ages 18 to 39","Percent","Percent","239","units","0","v1792513848","1.2.2.8.1","36.9","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Males","Ages 18 to 39","Low 95% confidence interval, percent","Percent","239","units","0","v1792513849","1.2.2.8.2","29.2","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Males","Ages 18 to 39","High 95% confidence interval, percent","Percent","239","units","0","v1792513850","1.2.2.8.3","45.2","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Males","Ages 18 to 39","Number of persons","Number","223","units","0","v1792513851","1.2.2.8.4","2356300","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Males","Ages 18 to 39","Low 95% confidence interval, number of persons","Number","223","units","0","v1792513852","1.2.2.8.5","1844600","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Males","Ages 18 to 39","High 95% confidence interval, number of persons","Number","223","units","0","v1792513853","1.2.2.8.6","2867900","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Males","Ages 40 to 64","Percent","Percent","239","units","0","v1792513854","1.2.2.9.1","34.3","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Males","Ages 40 to 64","Low 95% confidence interval, percent","Percent","239","units","0","v1792513855","1.2.2.9.2","26.9","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Males","Ages 40 to 64","High 95% confidence interval, percent","Percent","239","units","0","v1792513856","1.2.2.9.3","42.5","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Males","Ages 40 to 64","Number of persons","Number","223","units","0","v1792513857","1.2.2.9.4","2049900","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Males","Ages 40 to 64","Low 95% confidence interval, number of persons","Number","223","units","0","v1792513858","1.2.2.9.5","1553200","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Males","Ages 40 to 64","High 95% confidence interval, number of persons","Number","223","units","0","v1792513859","1.2.2.9.6","2546500","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Males","Ages 65 to 79","Percent","Percent","239","units","0","v1792513860","1.2.2.10.1","34.4","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Males","Ages 65 to 79","Low 95% confidence interval, percent","Percent","239","units","0","v1792513861","1.2.2.10.2","23.7","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Males","Ages 65 to 79","High 95% confidence interval, percent","Percent","239","units","0","v1792513862","1.2.2.10.3","47.0","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Males","Ages 65 to 79","Number of persons","Number","223","units","0","v1792513863","1.2.2.10.4","1028400","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Males","Ages 65 to 79","Low 95% confidence interval, number of persons","Number","223","units","0","v1792513864","1.2.2.10.5","621000","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Males","Ages 65 to 79","High 95% confidence interval, number of persons","Number","223","units","0","v1792513865","1.2.2.10.6","1435700","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Females","Ages 18 to 79","Percent","Percent","239","units","0","v1792513896","1.2.3.6.1","49.2","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Females","Ages 18 to 79","Low 95% confidence interval, percent","Percent","239","units","0","v1792513897","1.2.3.6.2","43.3","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Females","Ages 18 to 79","High 95% confidence interval, percent","Percent","239","units","0","v1792513898","1.2.3.6.3","55.1","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Females","Ages 18 to 79","Number of persons","Number","223","units","0","v1792513899","1.2.3.6.4","7216000","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Females","Ages 18 to 79","Low 95% confidence interval, number of persons","Number","223","units","0","v1792513900","1.2.3.6.5","6331900","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Females","Ages 18 to 79","High 95% confidence interval, number of persons","Number","223","units","0","v1792513901","1.2.3.6.6","8100100","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Females","Ages 18 to 64","Percent","Percent","239","units","0","v1792513902","1.2.3.7.1","50.1","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Females","Ages 18 to 64","Low 95% confidence interval, percent","Percent","239","units","0","v1792513903","1.2.3.7.2","43.3","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Females","Ages 18 to 64","High 95% confidence interval, percent","Percent","239","units","0","v1792513904","1.2.3.7.3","56.9","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Females","Ages 18 to 64","Number of persons","Number","223","units","0","v1792513905","1.2.3.7.4","5866500","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Females","Ages 18 to 64","Low 95% confidence interval, number of persons","Number","223","units","0","v1792513906","1.2.3.7.5","5016200","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Females","Ages 18 to 64","High 95% confidence interval, number of persons","Number","223","units","0","v1792513907","1.2.3.7.6","6716700","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Females","Ages 18 to 39","Percent","Percent","239","units","0","v1792513908","1.2.3.8.1","50.4","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Females","Ages 18 to 39","Low 95% confidence interval, percent","Percent","239","units","0","v1792513909","1.2.3.8.2","39.6","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Females","Ages 18 to 39","High 95% confidence interval, percent","Percent","239","units","0","v1792513910","1.2.3.8.3","61.1","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Females","Ages 18 to 39","Number of persons","Number","223","units","0","v1792513911","1.2.3.8.4","2694200","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Females","Ages 18 to 39","Low 95% confidence interval, number of persons","Number","223","units","0","v1792513912","1.2.3.8.5","2093600","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Females","Ages 18 to 39","High 95% confidence interval, number of persons","Number","223","units","0","v1792513913","1.2.3.8.6","3294900","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Females","Ages 40 to 64","Percent","Percent","239","units","0","v1792513914","1.2.3.9.1","49.9","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Females","Ages 40 to 64","Low 95% confidence interval, percent","Percent","239","units","0","v1792513915","1.2.3.9.2","44.6","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Females","Ages 40 to 64","High 95% confidence interval, percent","Percent","239","units","0","v1792513916","1.2.3.9.3","55.2","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Females","Ages 40 to 64","Number of persons","Number","223","units","0","v1792513917","1.2.3.9.4","3172200","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Females","Ages 40 to 64","Low 95% confidence interval, number of persons","Number","223","units","0","v1792513918","1.2.3.9.5","2786300","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Females","Ages 40 to 64","High 95% confidence interval, number of persons","Number","223","units","0","v1792513919","1.2.3.9.6","3558200","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Females","Ages 65 to 79","Percent","Percent","239","units","0","v1792513920","1.2.3.10.1","45.4","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Females","Ages 65 to 79","Low 95% confidence interval, percent","Percent","239","units","0","v1792513921","1.2.3.10.2","35.6","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Females","Ages 65 to 79","High 95% confidence interval, percent","Percent","239","units","0","v1792513922","1.2.3.10.3","55.6","","","","1"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Females","Ages 65 to 79","Number of persons","Number","223","units","0","v1792513923","1.2.3.10.4","1349500","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Females","Ages 65 to 79","Low 95% confidence interval, number of persons","Number","223","units","0","v1792513924","1.2.3.10.5","989000","","","","0"
"2024","Canada","2021A000011124","Meets sedentary time recommendation (measured, adults only)","Females","Ages 65 to 79","High 95% confidence interval, number of persons","Number","223","units","0","v1792513925","1.2.3.10.6","1710100","","","","0"
"2024","Canada","2021A000011124","Meets recreational screen time recommendation (self-reported)","Both sexes","Ages 3 to 79","Percent","Percent","239","units","0","v1792513926","1.3.1.1.1","55.2","","","","1"
"2024","Canada","2021A000011124","Meets recreational screen time recommendation (self-reported)","Both sexes","Ages 3 to 79","Low 95% confidence interval, percent","Percent","239","units","0","v1792513927","1.3.1.1.2","52.7","","","","1"
"2024","Canada","2021A000011124","Meets recreational screen time recommendation (self-reported)","Both sexes","Ages 3 to 79","High 95% confidence interval, percent","Percent","239","units","0","v1792513928","1.3.1.1.3","57.6","","","","1"
"2024","Canada","2021A000011124","Meets recreational screen time recommendation (self-reported)","Both sexes","Ages 3 to 79","Number of persons","Number","223","units","0","v1792513929","1.3.1.1.4","19108500","","","","0"
"2024","Canada","2021A000011124","Meets recreational screen time recommendation (self-reported)","Both sexes","Ages 3 to 79","Low 95% confidence interval, number of persons","Number","223","units","0","v1792513930","1.3.1.1.5","18142600","","","","0"
"2024","Canada","2021A000011124","Meets recreational screen time recommendation (self-reported)","Both sexes","Ages 3 to 79","High 95% confidence interval, number of persons","Number","223","units","0","v1792513931","1.3.1.1.6","20074400","","","","0"
"2024","Canada","2021A000011124","Meets recreational screen time recommendation (self-reported)","Both sexes","Ages 3 to 17","Percent","Percent","239","units","0","v1792513932","1.3.1.2.1","46.4","","","","1"
"2024","Canada","2021A000011124","Meets recreational screen time recommendation (self-reported)","Both sexes","Ages 3 to 17","Low 95% confidence interval, percent","Percent","239","units","0","v1792513933","1.3.1.2.2","41.2","","","","1"
"2024","Canada","2021A000011124","Meets recreational screen time recommendation (self-reported)","Both sexes","Ages 3 to 17","High 95% confidence interval, percent","Percent","239","units","0","v1792513934","1.3.1.2.3","51.7","","","","1"
"2024","Canada","2021A000011124","Meets recreational screen time recommendation (self-reported)","Both sexes","Ages 3 to 17","Number of persons","Number","223","units","0","v1792513935","1.3.1.2.4","2847200","","","","0"
"2024","Canada","2021A000011124","Meets recreational screen time recommendation (self-reported)","Both sexes","Ages 3 to 17","Low 95% confidence interval, number of persons","Number","223","units","0","v1792513936","1.3.1.2.5","2498600","","","","0"
"2024","Canada","2021A000011124","Meets recreational screen time recommendation (self-reported)","Both sexes","Ages 3 to 17","High 95% confidence interval, number of persons","Number","223","units","0","v1792513937","1.3.1.2.6","3195900","","","","0"
"2024","Canada","2021A000011124","Meets recreational screen time recommendation (self-reported)","Both sexes","Ages 3 to 4","Percent","Percent","239","units","0","v1792513938","1.3.1.3.1","60.8","","","","1"
"2024","Canada","2021A000011124","Meets recreational screen time recommendation (self-reported)","Both sexes","Ages 3 to 4","Low 95% confidence interval, percent","Percent","239","units","0","v1792513939","1.3.1.3.2","53.7","","","","1"
"2024","Canada","2021A000011124","Meets recreational screen time recommendation (self-reported)","Both sexes","Ages 3 to 4","High 95% confidence interval, percent","Percent","239","units","0","v1792513940","1.3.1.3.3","67.5","","","","1"
"2024","Canada","2021A000011124","Meets recreational screen time recommendation (self-reported)","Both sexes","Ages 3 to 4","Number of persons","Number","223","units","0","v1792513941","1.3.1.3.4","374800","","","","0"
"2024","Canada","2021A000011124","Meets recreational screen time recommendation (self-reported)","Both sexes","Ages 3 to 4","Low 95% confidence interval, number of persons","Number","223","units","0","v1792513942","1.3.1.3.5","321900","","","","0"
"2024","Canada","2021A000011124","Meets recreational screen time recommendation (self-reported)","Both sexes","Ages 3 to 4","High 95% confidence interval, number of persons","Number","223","units","0","v1792513943","1.3.1.3.6","427800","","","","0"
"2024","Canada","2021A000011124","Meets recreational screen time recommendation (self-reported)","Both sexes","Ages 5 to 11","Percent","Percent","239","units","0","v1792513944","1.3.1.4.1","61.5","","","","1"
"2024","Canada","2021A000011124","Meets recreational screen time recommendation (self-reported)","Both sexes","Ages 5 to 11","Low 95% confidence interval, percent","Percent","239","units","0","v1792513945","1.3.1.4.2","53.7","","","","1"
"2024","Canada","2021A000011124","Meets recreational screen time recommendation (self-reported)","Both sexes","Ages 5 to 11","High 95% confidence interval, percent","Percent","239","units","0","v1792513946","1.3.1.4.3","68.7","","","","1"
"2024","Canada","2021A000011124","Meets recreational screen time recommendation (self-reported)","Both sexes","Ages 5 to 11","Number of persons","Number","223","units","0","v1792513947","1.3.1.4.4","1713400","","","","0"
"2024","Canada","2021A000011124","Meets recreational screen time recommendation (self-reported)","Both sexes","Ages 5 to 11","Low 95% confidence interval, number of persons","Number","223","units","0","v1792513948","1.3.1.4.5","1495300","","","","0"
"2024","Canada","2021A000011124","Meets recreational screen time recommendation (self-reported)","Both sexes","Ages 5 to 11","High 95% confidence interval, number of persons","Number","223","units","0","v1792513949","1.3.1.4.6","1931400","","","","0"
"2024","Canada","2021A000011124","Meets recreational screen time recommendation (self-reported)","Both sexes","Ages 12 to 17","Percent","Percent","239","units","0","v1792513950","1.3.1.5.1","27.8","","","","1"
"2024","Canada","2021A000011124","Meets recreational screen time recommendation (self-reported)","Both sexes","Ages 12 to 17","Low 95% confidence interval, percent","Percent","239","units","0","v1792513951","1.3.1.5.2","21.3","","","","1"
"2024","Canada","2021A000011124","Meets recreational screen time recommendation (self-reported)","Both sexes","Ages 12 to 17","High 95% confidence interval, percent","Percent","239","units","0","v1792513952","1.3.1.5.3","35.4","","","","1"
"2024","Canada","2021A000011124","Meets recreational screen time recommendation (self-reported)","Both sexes","Ages 12 to 17","Number of persons","Number","223","units","0","v1792513953","1.3.1.5.4","759000","","","","0"
"2024","Canada","2021A000011124","Meets recreational screen time recommendation (self-reported)","Both sexes","Ages 12 to 17","Low 95% confidence interval, number of persons","Number","223","units","0","v1792513954","1.3.1.5.5","555200","","","","0"
"2024","Canada","2021A000011124","Meets recreational screen time recommendation (self-reported)","Both sexes","Ages 12 to 17","High 95% confidence interval, number of persons","Number","223","units","0","v1792513955","1.3.1.5.6","962800","","","","0"
"2024","Canada","2021A000011124","Meets recreational screen time recommendation (self-reported)","Both sexes","Ages 18 to 79","Percent","Percent","239","units","0","v1792513956","1.3.1.6.1","57.0","","","","1"
"2024","Canada","2021A000011124","Meets recreational screen time recommendation (self-reported)","Both sexes","Ages 18 to 79","Low 95% confidence interval, percent","Percent","239","units","0","v1792513957","1.3.1.6.2","54.0","","","","1"
"2024","Canada","2021A000011124","Meets recreational screen time recommendation (self-reported)","Both sexes","Ages 18 to 79","High 95% confidence interval, percent","Percent","239","units","0","v1792513958","1.3.1.6.3","60.1","","","","1"
