"REF_DATE","GEO","DGUID","Age group","Sex","Indicators","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Canada","2011A000011124","1 to 4 years","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, number of persons","Number","223","units","0","v1200071512","1.2.1.1.3","1418451","","","","0"
"2019","Canada","2011A000011124","1 to 4 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v1200071513","1.2.1.1.4","91.80","","","","2"
"2019","Canada","2011A000011124","1 to 4 years","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v1200071514","1.2.1.1.5","91.10","","","","2"
"2019","Canada","2011A000011124","1 to 4 years","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v1200071515","1.2.1.1.6","92.40","","","","2"
"2019","Canada","2011A000011124","1 to 4 years","Both sexes","Perceived health, fair or poor","Number of persons","Number","223","units","0","v1200071516","1.2.1.2.1","17100","","","","0"
"2019","Canada","2011A000011124","1 to 4 years","Both sexes","Perceived health, fair or poor","Low 95% confidence interval, number of persons","Number","223","units","0","v1200071517","1.2.1.2.2","13402","","","","0"
"2019","Canada","2011A000011124","1 to 4 years","Both sexes","Perceived health, fair or poor","High 95% confidence interval, number of persons","Number","223","units","0","v1200071518","1.2.1.2.3","21178","","","","0"
"2019","Canada","2011A000011124","1 to 4 years","Both sexes","Perceived health, fair or poor","Percent","Percent","239","units","0","v1200071519","1.2.1.2.4","1.12","","","","2"
"2019","Canada","2011A000011124","1 to 4 years","Both sexes","Perceived health, fair or poor","Low 95% confidence interval, percent","Percent","239","units","0","v1200071520","1.2.1.2.5","0.89","","","","2"
"2019","Canada","2011A000011124","1 to 4 years","Both sexes","Perceived health, fair or poor","High 95% confidence interval, percent","Percent","239","units","0","v1200071521","1.2.1.2.6","1.40","","","","2"
"2019","Canada","2011A000011124","1 to 4 years","Both sexes","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v1200071522","1.2.1.3.1","1431900","","","","0"
"2019","Canada","2011A000011124","1 to 4 years","Both sexes","Perceived mental health, very good or excellent","Low 95% confidence interval, number of persons","Number","223","units","0","v1200071523","1.2.1.3.2","1422438","","","","0"
"2019","Canada","2011A000011124","1 to 4 years","Both sexes","Perceived mental health, very good or excellent","High 95% confidence interval, number of persons","Number","223","units","0","v1200071524","1.2.1.3.3","1441914","","","","0"
"2019","Canada","2011A000011124","1 to 4 years","Both sexes","Perceived mental health, very good or excellent","Percent","Percent","239","units","0","v1200071525","1.2.1.3.4","93.40","","","","2"
"2019","Canada","2011A000011124","1 to 4 years","Both sexes","Perceived mental health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v1200071526","1.2.1.3.5","92.80","","","","2"
"2019","Canada","2011A000011124","1 to 4 years","Both sexes","Perceived mental health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v1200071527","1.2.1.3.6","94.00","","","","2"
"2019","Canada","2011A000011124","1 to 4 years","Both sexes","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v1200071528","1.2.1.4.1","14100","","","","0"
"2019","Canada","2011A000011124","1 to 4 years","Both sexes","Perceived mental health, fair or poor","Low 95% confidence interval, number of persons","Number","223","units","0","v1200071529","1.2.1.4.2","10578","","","","0"
"2019","Canada","2011A000011124","1 to 4 years","Both sexes","Perceived mental health, fair or poor","High 95% confidence interval, number of persons","Number","223","units","0","v1200071530","1.2.1.4.3","18093","","","","0"
"2019","Canada","2011A000011124","1 to 4 years","Both sexes","Perceived mental health, fair or poor","Percent","Percent","239","units","0","v1200071531","1.2.1.4.4","0.92","","","","2"
"2019","Canada","2011A000011124","1 to 4 years","Both sexes","Perceived mental health, fair or poor","Low 95% confidence interval, percent","Percent","239","units","0","v1200071532","1.2.1.4.5","0.70","","","","2"
"2019","Canada","2011A000011124","1 to 4 years","Both sexes","Perceived mental health, fair or poor","High 95% confidence interval, percent","Percent","239","units","0","v1200071533","1.2.1.4.6","1.21","","","","2"
"2019","Canada","2011A000011124","1 to 4 years","Both sexes","Asthma","Number of persons","Number","223","units","0","v1200071540","1.2.1.6.1","69700","","","","0"
"2019","Canada","2011A000011124","1 to 4 years","Both sexes","Asthma","Low 95% confidence interval, number of persons","Number","223","units","0","v1200071541","1.2.1.6.2","61842","","","","0"
